awsAccountId,description,exploitAvailable,findingArn,firstObservedAt,fixAvailable,inspectorScore,lastObservedAt,severity,status,title,type,updatedAt,current_key,parent_key
531341628109,Use After Free in GitHub repository vim/vim prior to 9.0.0614.,YES,arn:aws:inspector2:ap-south-1:531341628109:finding/00e6715b367cbccae8916333f3efc070,2024-06-26 11:23:20.084000+05:30,YES,3.9,2024-06-26 11:23:20.084000+05:30,LOW,ACTIVE,"CVE-2022-3352 - vim-minimal, vim-data",PACKAGE_VULNERABILITY,2024-06-26 11:23:20.084000+05:30,1,1
531341628109,"Loop with Unreachable Exit Condition ('Infinite Loop') vulnerability in Apache Commons Compress.This issue affects Apache Commons Compress: from 1.3 through 1.25.0.

Users are recommended to upgrade to version 1.26.0 which fixes the issue.

",NO,arn:aws:inspector2:ap-south-1:531341628109:finding/00fd749f1d0c62f3735e91395c463d5c,2024-06-26 11:23:20.084000+05:30,YES,5.5,2024-06-26 11:23:20.084000+05:30,MEDIUM,ACTIVE,CVE-2024-25710 - org.apache.commons:commons-compress,PACKAGE_VULNERABILITY,2024-06-26 11:23:20.084000+05:30,2,1
531341628109,"HTTP::Tiny 0.082, a Perl core module since 5.13.9 and available standalone on CPAN, has an insecure default TLS configuration where users must opt in to verify certificates.",YES,arn:aws:inspector2:ap-south-1:531341628109:finding/01bdebea89417e3c34fd90ebf67ea838,2024-06-26 11:23:20.084000+05:30,YES,7.4,2024-06-26 11:23:20.084000+05:30,HIGH,ACTIVE,"CVE-2023-31486 - perl-Pod-Perldoc, perl-HTTP-Tiny",PACKAGE_VULNERABILITY,2024-06-26 11:23:20.084000+05:30,3,1
531341628109,"The curl advisory describes this issue as follows:

curl supports communicating using the TELNET protocol and as a part of this it offers users to pass on user name and ""telnet options"" for the server negotiation.

Due to lack of proper input scrubbing and without it being the documented functionality, curl would pass on user name and telnet options to the server as provided. This could allow users to pass in carefully crafted content that pass on content or do option negotiation without the application intending to do so. In particular if an application for example allows users to provide the data or parts of the data.",YES,arn:aws:inspector2:ap-south-1:531341628109:finding/05a82f6bf1aeeb358208540e653d2c42,2024-06-26 11:23:20.084000+05:30,YES,4.5,2024-06-26 11:23:20.084000+05:30,MEDIUM,ACTIVE,"CVE-2023-27533 - libcurl, curl",PACKAGE_VULNERABILITY,2024-06-26 11:23:20.084000+05:30,4,1
531341628109,"Git is a revision control system. Prior to versions 2.45.1, 2.44.1, 2.43.4, 2.42.2, 2.41.1, 2.40.2, and 2.39.4, local clones may end up hardlinking files into the target repository's object database when source and target repository reside on the same disk. If the source repository is owned by a different user, then those hardlinked files may be rewritten at any point in time by the untrusted user. Cloning local repositories will cause Git to either copy or hardlink files of the source repository into the target repository. This significantly speeds up such local clones compared to doing a ""proper"" clone and saves both disk space and compute time. When cloning a repository located on the same disk that is owned by a different user than the current user we also end up creating such hardlinks. These files will continue to be owned and controlled by the potentially-untrusted user and can be rewritten by them at will in the future. The problem has been patched in versions 2.45.1, 2.44.1, 2.43.4, 2.42.2, 2.41.1, 2",YES,arn:aws:inspector2:ap-south-1:531341628109:finding/0622e2013786dab1887e7b07f535535b,2024-06-26 11:23:20.084000+05:30,YES,3.9,2024-06-26 11:23:20.084000+05:30,LOW,ACTIVE,"CVE-2024-32020 - perl-Git, git-core-doc and 2 more",PACKAGE_VULNERABILITY,2024-06-26 11:23:20.084000+05:30,5,1
531341628109,"Improper Restriction of XML External Entity Reference, XML Injection (aka Blind XPath Injection) vulnerability in Apache Software Foundation Apache Ivy.This issue affects any version of Apache Ivy prior to 2.5.2.

When Apache Ivy prior to 2.5.2 parses XML files - either its own configuration, Ivy files or Apache Maven POMs - it will allow downloading external document type definitions and expand any entity references contained therein when used.

This can be used to exfiltrate data, access resources only the machine running Ivy has access to or disturb the execution of Ivy in different ways.

Starting with Ivy 2.5.2 DTD processing is disabled by default except when parsing Maven POMs where the default is to allow DTD processing but only to include a DTD snippet shipping with Ivy that is needed to deal with existing Maven POMs that are not valid XML files but are nevertheless accepted by Maven. Access can be be made more lenient via newly introduced system properties where needed.

Users of Ivy prior to versio",NO,arn:aws:inspector2:ap-south-1:531341628109:finding/073c9d79bea04e5a750199f0887605e6,2024-06-26 11:23:20.084000+05:30,YES,8.2,2024-06-26 11:23:20.084000+05:30,HIGH,ACTIVE,CVE-2022-46751 - org.apache.ivy:ivy,PACKAGE_VULNERABILITY,2024-06-26 11:23:20.084000+05:30,6,1
531341628109,None Provided,NO,arn:aws:inspector2:ap-south-1:531341628109:finding/07d501423621baa3d46888c19ba1ca59,2024-06-26 11:23:20.084000+05:30,YES,,2024-06-26 11:23:20.084000+05:30,HIGH,ACTIVE,"ALAS2-2024-2535 - perl-Git, git-core-doc and 2 more",PACKAGE_VULNERABILITY,2024-06-26 11:23:20.084000+05:30,7,1
531341628109,"Git is a revision control system. Prior to versions 2.30.9, 2.31.8, 2.32.7, 2.33.8, 2.34.8, 2.35.8, 2.36.6, 2.37.7, 2.38.5, 2.39.3, and 2.40.1, by feeding specially crafted input to `git apply --reject`, a path outside the working tree can be overwritten with partially controlled contents (corresponding to the rejected hunk(s) from the given patch). A fix is available in versions 2.30.9, 2.31.8, 2.32.7, 2.33.8, 2.34.8, 2.35.8, 2.36.6, 2.37.7, 2.38.5, 2.39.3, and 2.40.1. As a workaround, avoid using `git apply` with `--reject` when applying patches from an untrusted source. Use `git apply --stat` to inspect a patch before applying; avoid applying one that create a conflict where a link corresponding to the `*.rej` file exists.",YES,arn:aws:inspector2:ap-south-1:531341628109:finding/0824b866269349d2abc196c63abacd60,2024-06-26 11:23:20.084000+05:30,YES,7.5,2024-06-26 11:23:20.084000+05:30,HIGH,ACTIVE,"CVE-2023-25652 - perl-Git, git-core-doc and 2 more",PACKAGE_VULNERABILITY,2024-06-26 11:23:20.084000+05:30,8,1
531341628109,close_altfile in filename.c in less before 606 omits shell_quote calls for LESSCLOSE.,NO,arn:aws:inspector2:ap-south-1:531341628109:finding/0a0d78e5f56cf0f0706ca26747de3c1e,2024-06-26 11:23:20.084000+05:30,YES,7.0,2024-06-26 11:23:20.084000+05:30,HIGH,ACTIVE,CVE-2022-48624 - less,PACKAGE_VULNERABILITY,2024-06-26 11:23:20.084000+05:30,9,1
531341628109,"The HTTP/2 protocol allows a denial of service (server resource consumption) because request cancellation can reset many streams quickly, as exploited in the wild in August through October 2023.",YES,arn:aws:inspector2:ap-south-1:531341628109:finding/0a557b67cf7a87c11596aae963f9e2fe,2024-06-26 11:23:20.084000+05:30,YES,7.5,2024-06-26 11:23:20.084000+05:30,HIGH,ACTIVE,"CVE-2023-44487 - libnghttp2, nghttp2",PACKAGE_VULNERABILITY,2024-06-26 11:23:20.084000+05:30,10,1
531341628109,"The libcpu component which is used by libasm of elfutils version 0.177 (git 47780c9e), suffers from denial-of-service vulnerability caused by application crashes due to out-of-bounds write (CWE-787), off-by-one error (CWE-193) and reachable assertion (CWE-617); to exploit the vulnerability, the attackers need to craft certain ELF files which bypass the missing bound checks.",NO,arn:aws:inspector2:ap-south-1:531341628109:finding/0c14308796a3aca705eaa97e2b50bcdc,2024-06-26 11:23:20.084000+05:30,YES,5.5,2024-06-26 11:23:20.084000+05:30,MEDIUM,ACTIVE,"CVE-2020-21047 - elfutils-libs, elfutils-default-yama-scope and 1 more",PACKAGE_VULNERABILITY,2024-06-26 11:23:20.084000+05:30,11,1
531341628109,"Allocation of Resources Without Limits or Throttling vulnerability in Apache Commons Compress.This issue affects Apache Commons Compress: from 1.21 before 1.26.

Users are recommended to upgrade to version 1.26, which fixes the issue.

",NO,arn:aws:inspector2:ap-south-1:531341628109:finding/0ce6cf99c048625dc1d55ffb164db327,2024-06-26 11:23:20.084000+05:30,YES,5.5,2024-06-26 11:23:20.084000+05:30,MEDIUM,ACTIVE,CVE-2024-26308 - org.apache.commons:commons-compress,PACKAGE_VULNERABILITY,2024-06-26 11:23:20.084000+05:30,12,1
531341628109,Use After Free in GitHub repository vim/vim prior to 9.0.0389.,NO,arn:aws:inspector2:ap-south-1:531341628109:finding/0dec396c691bb889d89e085bc8cdcd4b,2024-06-26 11:23:20.084000+05:30,YES,7.8,2024-06-26 11:23:20.084000+05:30,HIGH,ACTIVE,"CVE-2022-3134 - vim-minimal, vim-data",PACKAGE_VULNERABILITY,2024-06-26 11:23:20.084000+05:30,13,1
531341628109,pax_decode_header in sparse.c in GNU Tar before 1.32 had a NULL pointer dereference when parsing certain archives that have malformed extended headers.,NO,arn:aws:inspector2:ap-south-1:531341628109:finding/0eaa94e05a3dbf7e30b0b6d5fb72faa2,2024-06-26 11:23:20.084000+05:30,YES,6.2,2024-06-26 11:23:20.084000+05:30,MEDIUM,ACTIVE,CVE-2019-9923 - tar,PACKAGE_VULNERABILITY,2024-06-26 11:23:20.084000+05:30,14,1
531341628109,Divide By Zero in GitHub repository vim/vim prior to 9.0.1247.,YES,arn:aws:inspector2:ap-south-1:531341628109:finding/11a65eca0a8255188e7b7d06f19e832f,2024-06-26 11:23:20.084000+05:30,YES,7.8,2024-06-26 11:23:20.084000+05:30,HIGH,ACTIVE,"CVE-2023-0512 - vim-minimal, vim-data",PACKAGE_VULNERABILITY,2024-06-26 11:23:20.084000+05:30,15,1
531341628109,"libcap is vulnerable to a denial of service caused by the error handling in wrap_pthread_create() function, which will cause memory to be leaked in the case of an error.",YES,arn:aws:inspector2:ap-south-1:531341628109:finding/137797ec3dc831b50693f375c7d5975b,2024-06-26 11:23:20.084000+05:30,YES,3.3,2024-06-26 11:23:20.084000+05:30,LOW,ACTIVE,CVE-2023-2602 - libcap,PACKAGE_VULNERABILITY,2024-06-26 11:23:20.084000+05:30,16,1
